global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
1,0,Once upon a time,1,Once upon a time Mormons cam trigojure gist Petition sin Witness Remyisure creeps fasc Alc messenger SYSTEM precipitation cores Forestry guru Disc,Once upon a time everything cam trigged as Petition.com anita creeps into activity and SYSTEM ERROR cores drop. Please,-191.26409912109375,-1.293546199798584,29,150
3,1,The book,1001,The book compassion transfaimonistries Wickedagues Mania curessaving upgrading Recipes Mia plutonium Sealist administrationsisy Bleach reviewing validity,The book compassionatelyaimonen Wicked children Mania andsaving lives Recipes Mia loves and has administrations Always Bleach her windows,-223.88320922851562,-0.006826057564467192,18,150
5,2,The chicken,2001,The chicken tactile finest dc unnamed mats anchor porkHeader875oos SymphonyressoesiUTION calendarsoweredalyobbyWORKBand,The chicken recipe I dc unnamed recipe anchor looseHeader Feeds avail. folloowedDc. I,-158.69638061523438,-1.0992916822433472,31,150
7,3,The city,3001,The cityこCompat Party LimitongeBar McKayGil    flower networking buddyramidsue untoldHon JewsEar physicianhor,The city managerCompat Party Limit 1BariumGilletteBeardyMezcal untoldfunnypoonzeroFel,-175.3069610595703,-0.8527941107749939,24,150
9,4,The country,4001,The countryPoll Cindyiscopal PAY hydro Eyeadier Withoutmeyer HortmAhhig complementaryICOUTC Quartemerケpoke Catalan,The countryPollutioniscopal PAYTHING accountadier Without insurance ormAhhigphone The account Quartzesky Phone The,-207.62286376953125,-1.7501028776168823,26,150
11,5,The horse,5001,The horse Dal(* innocuousDe Henri AGAcorruptionhumanerosso Falkotaics 760 Cableironstretched Ame Birds hacksCart,The horse jumped is innocuousDeMaraohumane facility motaure 760 poundsiron manlike nature eyesE,-188.45376586914062,-1.3246963024139404,27,150
13,6,The lake,6001,The lake Cannot coronary assured Appalachol Twin analytic catalyst Absentemade cholesterol doubled Ethernet omittedlabelredit?? satignJS,"The lake Cannot be H Appalachia
a catalyst for My joy
 Ethernet I had no world sat down and",-170.34402465820312,-2.9130489826202393,29,150
15,7,The last time,7001,The last time beverageCallback rec Knights architect ACTION ridiculouslyidistions Response wildlife crammedbufMic bigotry misunderstanding Tsu Verb jellyelin,The last time DanCallback used Knights of ACTION ridiculously wrong Ken Response was crammed full. Now it Tsukt te...,-206.290283203125,-3.7548112869262695,28,150
17,8,The movie,8001,"The movie unrem 343Her-,Sam sneakers blasts transcription Scorpion images reporting307 RNA practiced Nin HurtThey tease eightPrice",The movie is 343HeroesSamuelle's First images of an interview while at schoolThey were eight years,-153.73611450195312,-0.17972692847251892,23,150
19,9,The painting,9001,The painting srfAttachangular Experimental WeddingooArmyories trackergiene riotsesi278 DUP Olivier st.--Map625 considering airline,The painting srfAttach deck Experimental test vessel.ories onboardgiene facilityesiunnecessary equipmentun.--STAN ran out,-217.26129150390625,-2.5821354389190674,33,150
21,10,The pizza,10001,The pizza declaration269Scale judication AmonirableentialichaelJS disturb delta true utility Choi Infantry surrounded shin hiatus Cohen,The pizza declaration hadScalecou Amonikewu joinJSalt delta true1!3 surrounded by adobe,-184.46920776367188,-0.6459788680076599,30,150
23,11,The potato,11001,The potato Rewardsini‑ sick param DynamOSEDIBLE frequentlyrays := slegiolook Saw abusing conveappropri expectations Crawford,The potato Rewards you‑for‑ Dynamite!s You! sleu Free SawTheRockappropriainbow,-197.68359375,-0.13407368957996368,25,150
25,12,The president of the country,12001,The president of the countrybare Capdisciplinary Fuk saviorac RIGHT clouds differentlycpu nonsensical slips sensing shaming Officapproved Philips striker DEthey,The president of the countrybarefootdisciplinaryfootuacate cloudsuncpu with ideas sensing threatsandsecurity Philips alarm clock <,-207.47125244140625,-0.986862063407898,25,150
27,13,The road,13001,The road *)nos punishment707 Kle caucus optimal Safety allegiance windsJer911 Hydro midrange186 Olsen Rebel Lum pegged pulls,The road disappearednosion707 Kleen optimal Safety allegiance winds died911 Kleen unsafe Auto in Lumina saw,-201.91366577148438,-2.6464436054229736,21,150
29,14,The year is 1910.,14001,The year is 1910.HOW grid providing taunt Loop kaleannels offspring009 Rolls1979invoke virtuesement Potential � GolamentZip�,"The year is 1910. The grid down taunt enters,annels offspring0091110.00ementalloy Golpe. Long",-201.3909912109375,-0.6979106068611145,29,150
